,HE_stoch_standard,HE_stoch_strong,MeanEnergyLoss,S125,Zenith
40,2,0,2.067252107160514,0.5709968924047235,0.07622332307888469
41,4,1,2.1777765887325655,0.6909370464668623,0.08245176463526738
42,4,2,2.311613705597795,0.7124245060612369,0.0814605076606334
43,2,1,2.057412498963228,0.696123486784086,0.08096486155288574
44,1,1,2.1471797009290805,0.6816492371939997,0.07847994680465264
45,5,1,2.4791357225023942,0.6223516885308871,0.07886507410181354
46,0,0,2.00271444632358,0.7267258478953762,0.49534170384595555
47,7,1,2.1476003958430647,0.9618172053511058,0.08409947588268007
48,5,2,2.061893694908907,1.0282317851142952,0.08946438609222662
49,7,1,2.195836607783494,1.0212396227159228,0.08294240194153613
50,6,2,2.1119893247749477,1.0146945030269947,0.08615208272983743
51,3,0,2.069391971715608,1.0062871296579052,0.08488369928128314
52,3,0,2.232959754093965,1.081264836286362,0.08727815643660009
53,2,1,2.0719886008666677,0.9808365314417129,0.08766192400731176
